Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I0264],FitzGeorge,George,,,,,male,1843,,,,,,1907,,,,,,
[I2366],Fitzalan,Mary,,,,,female,,,,,,,1557,,,,,,
[I2289],Fitzalan,Richard,,,,,male,,,,,,,,,,,,,
[I2414],Fitzgerald,Gerald,,,,,male,,,,,,,1580,,,,,,
[I0142],Fitzherbert,Maria Anne,,,,,female,1756,,,,,,1837,,,,,,
[I2305],Fitzroy,Charles,,,,,male,1683,,,,,,1757,,,,,,
[I2307],Fitzroy,Henry,,,,,male,1663,,,,,,1690,,,,,,
[I2364],Fitzroy,Henry,,,,,male,,,,,,,1533,,,,,,
[I2297],Fitzwater,,,,,,male,,,,,,,,,,,,,
[I2790],Flach,Camilla,,,,,female,1960,,,,,,,,,,,,
[I2789],Flach,Miles,,,,,male,1934,,,,,,,,,,,,
[I2817],Fleetwood,Carl Marten,,,,,male,1885,,,,,,1966,,,,,,
[I2938],Fletcher,Henry,,,,,male,1833,,,,,,1879,,,,,,
[I2937],Fletcher,Muriel,,,,,female,1873,,,,,,1955,,,,,,
[I0800],Forbes,Katherine Scott,,,,,female,,,,,,,1893,,,,,,
[I0934],Freydag,Waltraud,,,,,female,,,,,,,,,,,,,
[I0616],Friso,John William of_Orange,,,,,male,1686,,,,,,1711,,,,,,
[I2094],Fry,Richard,,,,,male,,,,,,,,,,,,,
[I2352],Gamage,Margaret,,,,,female,,,,,,,1535,,,,,,
[I2632],Geddes,Auckland L. of_Rolvenden,,,,,male,,,,,,,,,,,,,
[I0889],George,Christopher K.,,,,,male,1960,,,,,,,,,,,,
[I0892],George,Dimitrye K.,,,,,male,1965,[P0028],,,,,,,,,,,
[I0886],George,George K.,,,,,male,1984,,,,,,,,,,,,
[I0884],George,Katarina K.,,,,,female,1959,,,,,,,,,,,,
[I0883],George,Nikolas K.,,,,,male,1958,,,,,,,,,,,,
[I0891],George,Vladimir K.,,,,,male,1964,,,,,,,,,,,,
[I1710],Gibbs,J. E.,,,,,male,1879,,,,,,1932,,,,,,
[I0392],Gill,Alexander Ogston,,,,,male,1833,,,,,,1908,,,,,,
[I0793],Gill,David,,,,,male,,,,,,,,,,,,,
[I0369],Gill,Ruth Sylvia,,,,,female,1908,,,,,,,,,,,,
[I0390],Gill,William Smith,,,,,male,1865,,,,,,1957,,,,,,
[I2824],Glahns,Christine,,,,,female,1932,,,,,,,,,,,,
[I2298],Golafre,John,,,,,male,,,,,,,,,,,,,
[I2638],Gomez-Acebo,Louis de_la_Torre,,,,,male,1934,,,,,,,,,,,,
[I0389],Gordon-Lennox,Cecilia Catherine,,,,,female,1838,,,,,,1910,,,,,,
[I0786],Gore,Anne,,,,,female,,,,,,,1877,,,,,,
[I0195],Granville,,,,,,male,1880,,,,,,1953,,,,,,
[I0866],Green,Maud,,,,,female,,,,,,,,,,,,,
[I2106],Grey,Catherine,,,,,female,,,,,,,about 1568,,,,,,
[I0778],Grey,Elizabeth,,,,,female,,,,,,,1880,,,,,,
[I1430],Grey,Henry,,,,,male,,,,,,,1554,,,,,,
[I0868],Grey,Jane,,,,,female,1537-10-00,[P0348],,,,,1554-02-12,[P0349],,,[P0350],,
[I1013],Grey,John,,,,,male,,,,,,,1461-02-17,,,,,,
[I2107],Grey,Mary,,,,,female,,,,,,,1578,,,,,,
[I1014],Grey,Son,,,,,male,before 1461,,,,,,,,,,,,
[I1015],Grey,Son_2,,,,,male,before 1461,,,,,,,,,,,,
[I2273],Grey,Thomas of_Heton,,,,,male,,,,,,,,,,,,,
[I0281],Grosvenor,Margaret,,,,,female,1873,,,,,,1929,,,,,,
[I2311],Guildford,Jane,,,,,female,,,,,,,,,,,,,
[I1688],Guillermo,Jorge,,,,,male,1946,,,,,,,,,,,,
[I0540],Guinness,Brigid,,,,,female,1920,,,,,,,,,,,,
[I2798],Gyllenkrok,Ebba,,,,,female,1918,,,,,,,,,,,,
[I3001],Hamilton,Andrew,,,,,male,,,,,,,,,,,,,
[I0367],Hamilton,Cynthia Elinor Beatrix,,,,,female,1897,,,,,,1972,,,,,,
[I2162],Hamilton,J. Keyes-O'Malley,,,,,male,,,,,,,,,,,,,
[I0386],Hamilton,James,,,,,male,1838,,,,,,1913,,,,,,
[I1474],Hamilton,James,,,,,male,1479,,,,,,,,,,,,
[I1476],Hamilton,James,,,,,male,1477,,,,,,1529,,,,,,
[I1492],Hamilton,James,,,,,male,1515,,,,,,1575,,,,,,
[I1494],Hamilton,James,,,,,male,,,,,,,1609,,,,,,
[I0384],Hamilton,James Albert Edward,,,,,male,1869,,,,,,1953,,,,,,
[I2945],Hamilton,Louisa,,,,,female,1836,,,,,,1912,,,,,,
[I3000],Hamilton,Mary Anne,,,,,female,,,,,,,,,,,,,
[I0132],Hanover,Adolphus of_Cambridge,,,,,male,1774,,,,,,1850,,,,,,
[I0257],Hanover,Alexandra,,,,,female,1882,,,,,,1963,,,,,,
[I1043],Hanover,Alexandra,,,,,female,1959,,,,,,,,,,,,
[I0217],Hanover,Alfred,,,,,male,1780-09-22,[P0102],,,,,1783-08-20,[P0102],,,,,
[I0218],Hanover,Amelia,,,,,female,1783-08-07,[P0137],,,,,1810-11-02,[P0138],,,,,
[I0325],Hanover,Amelia Sophia Eleanor,,,,,female,1711-07-10,[P0133],,,,,1786-10-31,[P0177],,,,,
[I0324],Hanover,Anne,,,,,female,1709-11-02,[P0133],,,,,1759-01-12,[P0176],,,,,
[I0333],Hanover,Augusta,,,,,female,1737-08-12,[P0125],,,,,1813-03-23,[P0028],,,,,
[I0209],Hanover,Augusta Sophia,,,,,female,1768-11-08,[P0130],,,,,1840-09-22,[P0131],,,,,
[I0213],Hanover,Augustus Frederick,,,,,male,1773-01-27,[P0130],,,,,1843-04-21,[P0134],,,,,
[I0326],Hanover,Caroline Elizabeth,,,,,female,1713-06-21,[P0133],,,,,1757-12-28,[P0178],,,,,
[I2711],Hanover,Caroline Louise,,,,,female,1965,,,,,,,,,,,,
[I0340],Hanover,Caroline Matilda,,,,,female,1751-07-22,[P0179],,,,,1775-05-10,[P0188],,,[P0188],,
[I0144],Hanover,Charlotte Augusta,,,,,female,1796-01-07,[P0113],,,,,1817-11-06,[P0114],,,[P0115],,
[I0220],Hanover,Charlotte Augusta Louisa,,,,,female,1819,,,,,,1819-03-27,[P0142],,,,,
[I0204],Hanover,Charlotte Augusta Matilda,,,,,female,1766-09-29,[P0128],,,,,1828-10-06,[P0129],,,,,
[I0259],Hanover,Christian,,,,,male,1885,,,,,,1901,,,,,,
[I1033],Hanover,Christian,,,,,male,1919,,,,,,1981,,,,,,
[I1048],Hanover,Christian Heinrich,,,,,male,1985,,,,,,,,,,,,
[I0133],Hanover,Edward Augustus,,,,,male,1767-11-02,[P0107],,,,,1820-01-23,[P0108],,,,,
[I0334],Hanover,Edward Augustus,,,,,male,1739-03-25,[P0185],,,,,1767-09-17,[P0186],,,,,
[I0336],Hanover,Edward Henry of_Gloucester,,,,,male,1743-11-25,[P0179],,,,,1805-08-25,[P0187],,,,,
[I0210],Hanover,Elizabeth,,,,,female,1770-05-22,[P0130],,,,,1840-01-10,[P0132],,,,,
[I0335],Hanover,Elizabeth Caroline,,,,,female,1741-01-10,,,,,,1759-09-04,[P0105],,,,,
[I0221],Hanover,Elizabeth Georgiana Adelaide,,,,,female,1820-12-10,[P0143],,,,,1821-03-04,[P0143],,,,,
[I1047],Hanover,Ernest Augustus,,,,,male,1983,,,,,,,,,,,,
[I0552],Hanover,Ernest Augustus of_Brunswick,,,,,male,1887,,,,,,1953,,,,,,
[I0251],Hanover,Ernest Augustus of_Cumberland,,,,,male,1845,,,,,,1923,,,,,,
[I1030],Hanover,Ernest Augustus of_Hanover,,,,,male,1914,,,,,,1987,,,,,,
[I1040],Hanover,Ernest Augustus of_Hanover,,,,,male,1954,,,,,,,,,,,,
[I0212],Hanover,Ernest Augustus_I,,,,,male,1771-06-05,[P0127],,,,,1851-11-18,[P0133],,,[P0133],,
[I0252],Hanover,Frederica,,,,,female,1848,,,,,,1926,,,,,,
[I0470],Hanover,Frederica of_Hanover,,,,,female,1917-04-18,[P0213],,,,,1981-02-06,[P0214],,,[P0152],,
[I0202],Hanover,Frederick,,,,,male,1763-08-16,[P0125],,,,,1827-01-05,[P0126],,,,,
[I0323],Hanover,Frederick Louis,,,,,male,1701-01-31,[P0160],,,,,1751-03-31,[P0175],,,,,
[I0339],Hanover,Frederick William,,,,,male,1750-05-24,[P0179],,,,,1765-12-29,[P0179],,,,,
[I2708],Hanover,Fredericka,,,,,female,1954,,,,,,,,,,,,
[I2707],Hanover,George,,,,,male,1949,,,,,,,,,,,,
[I0256],Hanover,George William,,,,,male,1880,,,,,,1912,,,,,,
[I0328],Hanover,George William,,,,,male,1717-11-13,[P0125],,,,,1718-02-17,[P0000],,,,,
[I1031],Hanover,George William,,,,,male,1915,,,,,,,,,,,,
[I0341],Hanover,George_I,,,,,male,1660-05-28,[P0189],,,,,1727-06-11,[P0190],,,[P0191],,
[I0321],Hanover,George_II,,,,,male,1683-10-30,[P0173],,,,,1760-10-25,[P0000],,,[P0174],,
[I0130],Hanover,George_III,,,,,male,1738-06-04,[P0101],,,,,1820-01-29,[P0102],,,[P0103],,
[I0141],Hanover,George_IV,,,,,male,1762-08-12,[P0054],,,,,1830-06-26,[P0004],,,,,
[I0249],Hanover,George_V,,,,,male,1819-05-27,[P0031],,,,,1878-06-12,[P0112],,,[P0115],,
[I2706],Hanover,Guelph,,,,,male,1947,,,,,,1981,,,,,,
[I1034],Hanover,Guelph Henry,,,,,male,1923,,,,,,,,,,,,
[I1044],Hanover,Heinrich Julius,,,,,male,1961,,,,,,,,,,,,
[I0337],Hanover,Henry Frederick of_Cumberland,,,,,male,1745-11-07,[P0179],,,,,1790-09-18,[P0180],,,,,
[I0331],Hanover,Louisa,,,,,female,1724-12-18,[P0182],,,,,1751-12-19,[P0183],,,,,
[I0338],Hanover,Louisa Anne,,,,,female,1749-03-19,[P0179],,,,,1768-05-13,[P0113],,,,,
[I1041],Hanover,Ludwig Rudolph,,,,,male,1955-11-28,,,,,,1989-11-29,,,1989-12-02,[P0382],,
[I1039],Hanover,Marie,,,,,female,1952,,,,,,,,,,,,
[I0255],Hanover,Marie Louise,,,,,female,1879,,,,,,1948,,,,,,
[I0214],Hanover,Mary,,,,,female,1776-04-25,[P0130],,,,,1857-04-30,[P0135],,,,,
[I0253],Hanover,Mary,,,,,female,1849,,,,,,1904,,,,,,
[I0330],Hanover,Mary,,,,,female,1723-03-05,[P0179],,,,,1772-01-14,[P0181],,,,,
[I2712],Hanover,Mireille,,,,,female,1971,,,,,,,,,,,,
[I1035],Hanover,Monika of_Solms-Laubach,,,,,female,1929,,,,,,,,,,,,
[I0216],Hanover,Octavius,,,,,male,1779-02-23,[P0130],,,,,1783-05-03,[P0105],,,,,
[I0258],Hanover,Olga,,,,,female,1884,,,,,,1958,,,,,,
[I1042],Hanover,Olga,,,,,female,1958,,,,,,,,,,,,
[I1050],Hanover,Otto,,,,,male,1988,,,,,,,,,,,,
[I0215],Hanover,Sophia,,,,,female,1777-11-02,[P0130],,,,,1848-05-27,[P0136],,,,,
[I0736],Hanover,Sophia,,,,,female,1630,,,,,,1714,,,,,,
[I0343],Hanover,Sophia Dorothea,,,,,female,1687-03-26,[P0160],,,,,1757-06-28,[P0192],,,,,
[I0001],Hanover,Victoria,,,,,female,1819-05-24,[P0000],,,,,1901-01-22,[P0001],,,[P0002],,
[I0329],Hanover,William Augustus of_Cumberland,,,,,male,1721-04-26,[P0179],,,,,1765-10-31,[P0180],,,,,
[I0203],Hanover,William_IV Henry,,,,,male,1765-08-21,[P0127],,,,,1837-06-20,[P0102],,,[P0020],,
[I2705],Haraldsen,Charles Augustus,,,,,male,,,,,,,,,,,,,
[I0453],Haraldsen,Sonja,,,,,female,1937,,,,,,,,,,,,
[I0546],Harris,Clyde,,,,,male,,,,,,,,,,,,,
[I1708],Hastings,Dorothy,,,,,female,1899,,,,,,,,,,,,
[I2329],Hastings,Henry of_Huntington,,,,,male,,,,,,,1595,,,,,,
[I2288],Hastings,John,,,,,male,,,,,,,,,,,,,
[I1417],Hastings,John 2d,,,,,male,,,,,,,1375,,,,,,
[I2737],Hauntz,Sonja Anita Maria,,,,,female,1944-05-07,,,,,,,,,,,,
[I1504],Hayles,Alice (Itayls),,,,,female,,,,,,,after 1326-05-08,,,,,,
[I1898],Hayles,Roger of_Harwich,,,,,male,,,,,,,,,,,,,
[I0193],Hepburn,Fenella Stuart-Forbes Trefusis,,,,,female,1889,,,,,,1966,,,,,,
[I1250],Hepburn,James,,,,,male,,,,,,,1576,,,,,,
[I2332],Herbert,Henry,,,,,male,,,,,,,,,,,,,
[I0507],Hicks,David,,,,,male,1928,,,,,,,,,,,,
[I1916],Hill,Anne,,,,,female,,,,,,,1831,,,,,,
[I1918],Hill,Arthur Dungannon,,,,,male,,,,,,,,,,,,,
[I2186],Hill,Michael of_Hillsborough,,,,,male,,,,,,,,,,,,,
[I2187],Hill,William,,,,,male,,,,,,,,,,,,,
[I1046],Hochuli,Chantal,,,,,female,,[P0383],,,,,,,,,,,
[I0365],Hodgson,Henrietta Mildred,,,,,female,,,,,,,,,,,,,
[I1108],Hohenzollern,Anthony,,,,,male,1841,,,,,,1866,,,,,,
[I1107],Hohenzollern,Carol_I of_Romania,,,,,male,1839-04-20,[P0167],,,,,1914-10-10,[P0084],,,,,
[I0438],Hohenzollern,Carol_II,,,,,male,1893-10-15,[P0084],,,,,1953-04-04,[P0204],,,,,
[I1102],Hohenzollern,Charles Anthony,,,,,male,1868,,,,,,1919,,,,,,
[I1104],Hohenzollern,Charles Anthony,,,,,male,1811,,,,,,1885,,,,,,
[I0437],Hohenzollern,Elizabeth of_Romania,,,,,female,1894-10-12,[P0202],,,,,1956-11-14,[P0203],,,,,
[I0309],Hohenzollern,Ferdinand_I of_Hohenzollern- Sigmaringen,,,,,male,1865-08-24,[P0167],,,,,1927-07-20,[P0168],,,,,
[I1109],Hohenzollern,Frederick,,,,,male,1843,,,,,,1904,,,,,,
[I1097],Hohenzollern,Ileana,,,,,female,1909,,,,,,,,,,,,
[I1099],Hohenzollern,Leopold of_Hohenzollern,,,,,male,1835,,,,,,1905,,,,,,
[I1110],Hohenzollern,Marie,,,,,female,1845,,,,,,1912,,,,,,
[I0436],Hohenzollern,Marie (Mignon),,,,,female,1900,,,,,,1961,,,,,,
[I0468],Hohenzollern,Michael,,,,,male,1921-10-25,[P0212],,,,,,,,,,,
[I1098],Hohenzollern,Mircea,,,,,unknown,1913,,,,,,1916-11-02,,,,[P0389],,
[I1096],Hohenzollern,Nicholas,,,,,male,1903,,,,,,1978,,,,,,
[I1057],Hohenzollern,Son,,,,,male,,,,,,,,,,,,,
[I1106],Hohenzollern,Stephanie,,,,,female,1837,,,,,,1859,,,,,,
[I1101],Hohenzollern,William of_Hohenzollern,,,,,male,1864,,,,,,1927,,,,,,
[I1345],Holland,Eleanor,,,,,female,,,,,,,1405,,,,,,
[I1443],Holland,Joan,,,,,female,,,,,,,1434,,,,,,
[I2292],Holland,John,,,,,male,,,,,,,,,,,,,
[I1595],Holland,Margaret,,,,,female,,,,,,,1439-12-31,,,,,,
[I2058],Holland,Thomas,,,,,male,,,,,,,,,,,,,
[I2277],Holland,Thomas,,,,,male,,,,,,,,,,,,,
[I0763],Horton,Anne,,,,,female,,,,,,,1808,,,,,,
[I0856],Howard,Catherine,,,,,female,about 1520,[P0343],,,,,1542-02-13,[P0315],,,[P0344],,
[I2361],Howard,Catherine,,,,,female,,,,,,,1596,,,,,,
[I2378],Howard,Catherine,,,,,female,,,,,,,1672,,,,,,
[I2349],Howard,Dorothy,,,,,female,,,,,,,,,,,,,
[I0857],Howard,Edmund,,,,,male,,,,,,,1513,,,,,,
[I2337],Howard,Elizabeth,,,,,female,,,,,,,1512,,,,,,
[I2350],Howard,Elizabeth,,,,,female,,,,,,,1534,,,,,,
[I2379],Howard,Frances,,,,,female,,,,,,,,,,,,,
[I2389],Howard,Frances,,,,,female,,,,,,,1598,,,,,,
[I2390],Howard,Frances,,,,,female,,,,,,,1639,,,,,,
[I2355],Howard,Henry,,,,,male,,,,,,,1546,,,,,,
[I2377],Howard,Henry,,,,,male,,,,,,,,,,,,,
[I2360],Howard,Henry of_Northhampton,,,,,male,,,,,,,1614,,,,,,
[I2362],Howard,Jane,,,,,female,,,,,,,1593,,,,,,
[I2363],Howard,Margaret,,,,,female,,,,,,,1592,,,,,,
[I2356],Howard,Mary,,,,,female,,,,,,,,,,,,,
[I2367],Howard,Philip,,,,,male,,,,,,,1595,,,,,,
[I2375],Howard,Theophilus,,,,,male,,,,,,,1640,,,,,,
[I2326],Howard,Thomas,,,,,male,,,,,,,1572,,,,,,
[I2341],Howard,Thomas,,,,,male,,,,,,,1524,,,,,,
[I2343],Howard,Thomas,,,,,male,,,,,,,,,,,,,
[I2357],Howard,Thomas,,,,,male,,,,,,,1582,,,,,,
[I2359],Howard,Thomas,,,,,male,,,,,,,1572,,,,,,
[I2369],Howard,Thomas,,,,,male,,,,,,,1646,,,,,,
[I2372],Howard,Thomas,,,,,male,,,,,,,1626,,,,,,
[I1011],Howard,Thomas 3rd,,,,,male,,,,,,,,,,,,,
[I2376],Howard,Thomas of_Berkshire,,,,,male,,,,,,,1669,,,,,,
[I2387],Howard,William,,,,,male,,,,,,,1640,,,,,,
[I2348],Howard,William of_Effingham,,,,,male,,,,,,,1572,,,,,,
[I2480],Hurepel,Philip,,,,,male,,,,,,,,,,,,,
[I0707],Hyde,Anne,,,,,female,1637/8-03-12 (Julian),[P0264],,,,,1671-03-31,[P0125],,,,,
[I2127],Hyde,Edward,,,,,male,,,,,,,,,,,,,
[I2970],Jones,John Paul,,,,,male,,,,,,,,,,,,,
[I0931],Jorn,Jutta,,,,,female,,,,,,,,,,,,,
[I0666],Just,Johann,,,,,male,,,,,,,,,,,,,
[I2532],Karageorgeovitch,George,,,,,male,,,,,,,,,,,,,
[I2849],Karella,Marina,,,,,female,1940,,,,,,,,,,,,
[I1356],Karnovich,Olga,,,,,female,1866,,,,,,1929,,,,,,
[I2927],Karnovich,Valerian,,,,,male,,,,,,,,,,,,,
[I2756],Kautz,Heinrich,,,,,male,1957,,,,,,,,,,,,
[I2757],Kautz,Karin,,,,,female,1958,,,,,,,,,,,,
[I2758],Kautz,Madeleine,,,,,female,1961,,,,,,,,,,,,
[I2755],Kautz,Rudolf,,,,,male,1930,,,,,,,,,,,,
[I1822],Keith,John,,,,,male,,,,,,,,,,,,,
[I2955],Keppel,Anne,,,,,female,1803,,,,,,1844,,,,,,
[I2956],Keppel,William of_Albemarle,,,,,male,1724,,,,,,1772,,,,,,
[I1718],Kerr,Louisa,,,,,female,,,,,,,1830,,,,,,
[I1839],Keveliock,Hugh,,,,,male,,,,,,,,,,,,,
[I2333],Keyes,Thomas,,,,,male,,,,,,,1571,,,,,,
[I0235],Kirby,Sumner M.,,,,,female,,,,,,,1945,,,,,,
[I2408],Knollys,Anne,,,,,female,,,,,,,,,,,,,
[I2409],Knollys,Catherine,,,,,female,,,,,,,,,,,,,
[I2405],Knollys,Francis,,,,,male,,,,,,,1596,,,,,,
[I2406],Knollys,Henry,,,,,male,,,,,,,1583,,,,,,
[I2331],Knollys,Lettice,,,,,female,,,,,,,1634,,,,,,
[I2407],Knollys,William,,,,,male,,,,,,,1632,,,,,,
[I2374],Knyvett,Catherine,,,,,female,,,,,,,1633,,,,,,
[I2910],Kohary,Antoinette (Antonia),,,,,female,1797,,,,,,1862,,,,,,
[I1561],Koulikovsky,Goury,,,,,male,1919,,,,,,,,,,,,
[I1559],Koulikovsky,Nicholas,,,,,male,1881,,,,,,1958,[P0560],,,[P0121],,
[I1560],Koulikovsky,Tikhon,,,,,male,1917,,,,,,,,,,,,
[I0979],Kreuger,John,,,,,male,,,,,,,,,,,,,
[I0980],Kreuger,Michael,,,,,male,1985,,,,,,,,,,,,
[I0161],Krzesinska,Mathilde (Maria),,,,,female,1872,,,,,,1971,,,,,,
[I1009],Kyme,Thomas of_Isle_of_Wight,,,,,male,,,,,,,,,,,,,
[I1055],Lambrino,Constantine,,,,,male,,,,,,,,,,,,,
[I0971],Lambrino,Joana Maria Valentina,,,,,female,1898-10-03,[P0362],,,,,1953-03-11,[P0112],,,,,
[I0769],Landgrave,Charlotte,,,,,female,,,,,,,,,,,,,
[I2120],Landgrave,William of_Hesse,,,,,male,,,,,,,,,,,,,
[I2805],Langenskiold,Peter,,,,,male,1950,,,,,,,,,,,,
[I2838],Larsson,Ann,,,,,female,1921,,,,,,,,,,,,
[I0943],Lascelles,Alexander,,,,,male,1980,,,,,,,,,,,,
[I0293],Lascelles,David,,,,,male,1950,,,,,,,,,,,,
[I0944],Lascelles,Edward,,,,,male,1982,,,,,,,,,,,,
[I0950],Lascelles,Ellen,,,,,female,1984,,,,,,,,,,,,
[I0244],Lascelles,George Earl_of_Harewood,,,,,male,1923,,,,,,,,,,,,
[I0291],Lascelles,Gerald,,,,,male,1924,,,,,,,,,,,,
[I0297],Lascelles,Henry,,,,,male,1953,,,,,,,,,,,,
[I0068],Lascelles,Henry George Charles,,,,,male,1882,,,,,,1947,,,,,,
[I0294],Lascelles,James,,,,,male,1953,,,,,,,,,,,,
[I0295],Lascelles,Jeremy,,,,,male,1955,,,,,,,,,,,,
[I0315],Lascelles,Mark,,,,,male,1964,,,,,,,,,,,,
[I0982],Lascelles,Martin,,,,,male,1963,,,,,,,,,,,,
[I0947],Lascelles,Rowan,,,,,male,1977,,,,,,,,,,,,
[I0946],Lascelles,Sophie,,,,,female,1973,,,,,,,,,,,,
[I0949],Lascelles,Thomas,,,,,male,1982,,,,,,,,,,,,
[I1423],Leczinska,Maria of_Poland,,,,,female,1703,,,,,,1768,,,,,,
[I2504],Leczinski,Stanislaw,,,,,male,,,,,,,,,,,,,
[I2402],Lee,Catherine,,,,,female,,,,,,,1700,,,,,,
[I2992],Legge,,,,,,unknown,,,,,,,,,,,,,
[I2991],Legge,,,,,,unknown,,,,,,,,,,,,,
[I2990],Legge,,,,,,unknown,,,,,,,,,,,,,
[I2993],Legge,,,,,,unknown,,,,,,,,,,,,,
[I2985],Legge,Gerald,,,,,male,,,,,,,,,,,,,
[I2994],Legge,Humphrey,,,,,male,,,,,,,,,,,,,
[I2413],Leighton,Thomas,,,,,male,,,,,,,,,,,,,
[I2662],Leontiev,Anne,,,,,female,,,,,,,1706,,,,,,
[I2663],Leontiev,Leonti,,,,,male,,,,,,,,,,,,,
[I2400],Lewes,Edward,,,,,male,,,,,,,,,,,,,
[I2098],Lewes,Henry Fitz,,,,,male,,,,,,,,,,,,,
[I2730],Lindberg,Marianne of_Wisborg,,,,,female,1924-07-15,,,,,,,,,,,,
[I2977],Lindsay-Hogg,Lucy,,,,,female,,,,,,,,,,,,,
[I0394],Littlejohn,David,,,,,male,1841,,,,,,1924,,,,,,
[I0391],Littlejohn,Ruth,,,,,female,1879,,,,,,1964,,,,,,
[I0797],Littlejohn,William,,,,,male,,,,,,,1888,,,,,,
[I2962],Lockwood,Victoria,,,,,female,1964,,,,,,,,,,,,
[I1840],Logie,John,,,,,male,,,,,,,,,,,,,
[I0489],Loisinger,Johanna,,,,,female,1865,,,,,,1951,,,,,,
[I2623],Loisinger,John,,,,,male,,,,,,,,,,,,,
[I0966],Lorentzen,Erling,,,,,male,,,,,,,,,,,,,
[I0967],Lorentzen,Haakon,,,,,male,,,,,,,,,,,,,
[I0968],Lorentzen,Ingeborg,,,,,female,,,,,,,,,,,,,
[I0969],Lorentzen,Ragnhild Alexandra,,,,,female,1968,[P0361],,,,,,,,,,,
[I1058],Lupescu,Elena (Magda),,,,,female,1895-09-15,[P0384],,,,,1977-06-28,[P0385],,,,,
[I0187],Lyon,John,,,,,male,1737,,,,,,1776,,,,,,
[I1823],Lyon,John of_Glamis,,,,,male,,,,,,,,,,,,,
[I0184],Lyon-Bowes,Thomas,,,,,male,1773,,,,,,1846,,,,,,
[I0186],Lyon-Bowes,Thomas George,,,,,male,1822,,,,,,1865,,,,,,
[I2365],Lyte,Gertrude,,,,,female,,,,,,,,,,,,,
[I2261],MacAlpin,Kenneth_I,,,,,male,,,,,,,,,,,,,
[I2214],MacMailnamo,Dermot,,,,,male,,,,,,,1072,,,,,,
[I2221],MacMurrough,Dermot,,,,,male,,,,,,,1171,,,,,,
[I0455],Magnus,Haakon of_Norway,,,,,male,1973,,,,,,,,,,,,
[I2725],Magnuson,Tord Gosta,,,,,male,1941-04-07,,,,,,,,,,,,
[I2814],Magnusson,Birgitta,,,,,female,1943,,,,,,,,,,,,
[I2235],Magnusson,Eric,,,,,male,,,,,,,,,,,,,
[I0825],Makim,Alex,,,,,male,about 1951,,,,,,,,,,,,
[I2959],Makim,Ayesha,,,,,female,about 1986,,,,,,,,,,,,
[I0826],Makim,Seamus,,,,,male,about 1980,,,,,,,,,,,,
[I0473],Manos,Aspasia,,,,,female,1896-09-04,[P0067],,,,,1972-08-07,[P0216],,,,,
[I1065],Manos,Petros,,,,,male,,,,,,,,,,,,,
[I2819],Manville,Estelle,,,,,female,1904,,,,,,,,,,,,
[I2644],Marone,Henry C.,,,,,male,1895,,,,,,1968,,,,,,
[I0393],Marr,Barbara Smith,,,,,female,1843,,,,,,,,,,,,
[I0795],Marr,William Smith,,,,,male,,,,,,,1898,,,,,,
[I0596],Marshal,Isabella,,,,,female,1200-10-09,[P0231],,,,,1240-01-15,[P0232],,,,,
[I0876],Marshal,William,,,,,male,,,,,,,1231-04-24,,,,,,
[I2217],Marshal,William,,,,,male,,,,,,,,,,,,,
[I1883],Marshal,William of_Pembroke,,,,,male,,,,,,,,,,,,,
[I2940],Marsham,Charles,,,,,male,1808,,,,,,1874,,,,,,
[I2939],Marsham,Harriet,,,,,female,1838,,,,,,1886,,,,,,
[I2613],Martel,Charles,,,,,male,about 686,,,,,,741,,,,,,
[I2984],McCorquodale,Alexander (Sachie),,,,,male,about 1898,,,,,,,,,,,,
[I3010],McCorquodale,Glen,,,,,male,1939-12-31,,,,,,,,,,,,
[I2987],McCorquodale,Harold,,,,,male,,,,,,,,,,,,,
[I2986],McCorquodale,Hugh,,,,,male,,,,,,,,,,,,,
[I2989],McCorquodale,Ian,,,,,male,1937-10-11,,,,,,,,,,,,
[I0809],McCorquodale,Neil,,,,,male,1951,,,,,,,,,,,,
[I0243],McCorquodale,Raine of_Dartmouth,,,,,female,1929-09-00,,,,,,,,,,,,
[I0978],Medforth-Mills,Nicholas,,,,,male,1985,,,,,,,,,,,,
[I0977],Medforth-Mills,Robin,,,,,male,,,,,,,,,,,,,
[I0940],Messenger,Margaret,,,,,female,,,,,,,,,,,,,
[I1541],Monomakh,Vladimir of_Kiev,,,,,male,,,,,,,1125,,,,,,
[I0069],Montagu-Douglas,Alice Christabel,,,,,female,1901-12-25,[P0028],,,,,,,,,,,
[I2942],Montagu-Douglas,Charles of_Buccleuch,,,,,male,1772,,,,,,1819,,,,,,
[I2946],Montagu-Douglas-,Herbert -Scott,,,,,male,1872,,,,,,1944,,,,,,
[I2941],Montagu-Douglas-,Margaret -Scott,,,,,female,1811,,,,,,1836,,,,,,
[I0812],Montagu-Douglas-,Marian -Scott,,,,,female,1980,,,,,,,,,,,,
[I2943],Montagu-Douglas-,Walter -Scott of_Buccleuch,,,,,male,1806,,,,,,1884,,,,,,
[I2944],Montagu-Douglas-,William -Scott of_Buccleuch,,,,,male,1831,,,,,,1914,,,,,,
[I0172],Montague,Alice,,,,,female,,,,,,,,,,,,,
[I2404],Morgan,Anne,,,,,female,,,,,,,,,,,,,
